;name;salary;company;link
1322;Ведущий разработчик хранилищ данных DWH/ETL (можно удаленно);-;DPD в России;https://hh.ru/vacancy/47987794?query=data%20analyst
1323;Security Engineer;-;Improvado;https://hh.ru/vacancy/52004484?query=data%20analyst
1324;Ведущий аналитик (Активация);-;Приложение «Кошелёк»;https://hh.ru/vacancy/49165120?query=data%20analyst
1325;Data Engineer (middle);-;SOKOLOV;https://hh.ru/vacancy/51349149?query=data%20analyst
1326;Pricing and Ancillary Revenue Specialist;до60000руб.;ООО Северный Ветер;https://hh.ru/vacancy/44683501?query=data%20analyst
1327;Digital-маркетолог B2B;110000–200000руб.;ООО Бидзаар;https://hh.ru/vacancy/52011672?query=data%20analyst
1328;Бизнес-аналитик (проекты DWH/BI);-;IEK GROUP;https://hh.ru/vacancy/48980007?query=data%20analyst
1329;Web-аналитик;-;СберСпасибо;https://hh.ru/vacancy/48986454?query=data%20analyst
1330;Аналитик данных (Team Lead);-;Сбер. IT;https://hh.ru/vacancy/51985713?query=data%20analyst
1331;Разработчик-аналитик;-;Яндекс;https://hh.ru/vacancy/46658972?query=data%20analyst
1332;Аналитик;до100000руб.;Деловые Линии;https://hh.ru/vacancy/50861872?query=data%20analyst
1333;Аналитик бизнес-процессов;-;Страховая Компания Allianz;https://hh.ru/vacancy/50808751?query=data%20analyst
1334;Руководитель направления аналитики и отчетности;-;ПАО «МТС»;https://hh.ru/vacancy/51989499?query=data%20analyst
1335;Продакт-менеджер / Проджект-менеджер;от150000руб.;ООО ВсеИнструменты.ру;https://hh.ru/vacancy/51339718?query=data%20analyst
1336;Руководитель BI-разработки;-;СБЕР (ООО еАптека);https://hh.ru/vacancy/51987581?query=data%20analyst
1337;Актуарий;-;ООО Зетта Страхование;https://hh.ru/vacancy/51994998?query=data%20analyst
1338;Python-разработчик в Цифровые поверхности Салют (Речевая аналитика);150000–250000руб.;Сбер. IT;https://hh.ru/vacancy/51980890?query=data%20analyst
1339;Аналитик-маркетолог;-;ООО МЦВТ ЛазерВита;https://hh.ru/vacancy/51988014?query=data%20analyst
1340;Маркетолог-аналитик;от100000руб.;КОНТРОЛ лизинг;https://hh.ru/vacancy/51439208?query=data%20analyst
1341;Android Developer;-;Vivid Money;https://hh.ru/vacancy/49957245?query=data%20analyst
1342;Senior Digital Manager;-;АДВ;https://hh.ru/vacancy/52001711?query=data%20analyst
1343;Ведущий программист DWH/BI;-;IEK GROUP;https://hh.ru/vacancy/44684970?query=data%20analyst
1344;Менеджер по развитию аналитических платформ;-;Пятёрочка. Офис;https://hh.ru/vacancy/50857315?query=data%20analyst
1345;Technical Support Engineer;-;Flocktory;https://hh.ru/vacancy/52003926?query=data%20analyst
1346;Руководитель IT проектов;-;Goodt;https://hh.ru/vacancy/51474786?query=data%20analyst
1347;Начальник центра разметки данных;-;Сбер. Data Science;https://hh.ru/vacancy/51989633?query=data%20analyst
1348;Специалист по контекстной рекламе (Google adwords);60000–120000руб.;RYABOV.MARKETING;https://hh.ru/vacancy/51999914?query=data%20analyst
1349;Архитектор (платформенных решений ETL);-;Банк ВТБ (ПАО);https://hh.ru/vacancy/51982805?query=data%20analyst
1350;Team Lead;-;Playrix;https://hh.ru/vacancy/50762151?query=data%20analyst
1351;Архитектор (проект AutoML);-;USETECH;https://hh.ru/vacancy/51994942?query=data%20analyst
1352;Консультант SAP (SAP FI/CO);-;Coleman Services;https://hh.ru/vacancy/51988320?query=data%20analyst
1353;SAP Maintenance Specialist;-;BMW;https://hh.ru/vacancy/51989097?query=data%20analyst
1354;Дистанционный рекрутер;от60000руб.;ООО Премьер-Консалт;https://hh.ru/vacancy/52009437?query=data%20analyst
1355;Technical Lead Android;280000–340000руб.;FUNCORP;https://hh.ru/vacancy/49822874?query=data%20analyst
1356;Technical Lead iOS;280000–340000руб.;FUNCORP;https://hh.ru/vacancy/49823017?query=data%20analyst
1357;Менеджер ИТ-проектов, удаленно (маркетплейсы);-;3LOGIC GROUP;https://hh.ru/vacancy/51911064?query=data%20analyst
1358;IT рекрутер;80000–130000руб.;INSITECH Development;https://hh.ru/vacancy/49759419?query=data%20analyst
1359;New Business Development Manager;-;NielsenIQ;https://hh.ru/vacancy/51217316?query=data%20analyst
1360;Middle iOS Developer;180000–240000руб.;FUNCORP;https://hh.ru/vacancy/46049169?query=data%20analyst
1361;Менеджер маркетинговых проектов (разработка);-;MGCOM;https://hh.ru/vacancy/48828838?query=data%20analyst
1362;Middle Android Developer;180000–240000руб.;FUNCORP;https://hh.ru/vacancy/46047122?query=data%20analyst
1363;Менеджер ИТ-проектов (маркетплейсы);-;3LOGIC GROUP;https://hh.ru/vacancy/50518094?query=data%20analyst
1364;Ведущий менеджер по подбору и HR-маркетингу;80000–130000руб.;ПерилаГлавСнаб;https://hh.ru/vacancy/50765777?query=data%20analyst
1365;Middle/Senior QA инженер (QA Automation);-;Softline;https://hh.ru/vacancy/51976269?query=data%20analyst
1366;Верстальщик / Junior front-end разработчик (React);-;Интерфакс;https://hh.ru/vacancy/50415044?query=data%20analyst
1367;Старший аналитик Отдел развития хранилищ данных;-;НКО Национальный Клиринговый Центр (АО);https://hh.ru/vacancy/51789481?query=data%20analyst
1368;Разработчик машинного прогноза;-;ООО ГПМ РТВ;https://hh.ru/vacancy/50617315?query=data%20analyst
1369;Product Manager;-;ООО ГПМ РТВ;https://hh.ru/vacancy/50677789?query=data%20analyst
1370;Senior Product Manager;-;Improvado;https://hh.ru/vacancy/51969213?query=data%20analyst
1371;Бизнес-аналитик;230000–290000руб.;ProfiStaff;https://hh.ru/vacancy/51966743?query=data%20analyst
1372;Главный администратор;до185000руб.;Группа СМП Банк;https://hh.ru/vacancy/51211313?query=data%20analyst
1373;Программист отдела развития инструментов анализа данных;-;ООО Бауцентр Рус;https://hh.ru/vacancy/51856164?query=data%20analyst
1374;Middle/Senior Python Data Engineer;-;Admitad;https://hh.ru/vacancy/51636004?query=data%20analyst
1375;Эксперт по работе на розничном рынке электроэнергии;-;ПАО Т Плюс;https://hh.ru/vacancy/51960181?query=data%20analyst
1376;Менеджер проекта/аналитик;-;ООО Константа;https://hh.ru/vacancy/50027427?query=data%20analyst
1377;Старший QA - инженер в команду Digital Lending PI;-;Райффайзен Банк;https://hh.ru/vacancy/51967226?query=data%20analyst
1378;Senior Client Consultant (market research, FMCG sector);-;NielsenIQ;https://hh.ru/vacancy/46153102?query=data%20analyst
1379;Менеджер проекта/аналитик (удаленно);-;ООО Константа;https://hh.ru/vacancy/50027490?query=data%20analyst
1380;"Бизнес аналитик (""Покупка и бронирование"")";-;ЗАО Группа компаний С7;https://hh.ru/vacancy/50313369?query=data%20analyst
1381;Scrum Master;до4500USD;Soveren;https://hh.ru/vacancy/51968657?query=data%20analyst
1382;Key Accounts Coordinator (Master Data);-;ЗАО Ферреро Руссия;https://hh.ru/vacancy/51913250?query=data%20analyst
1383;Power BI reports developer;-;АДВ;https://hh.ru/vacancy/51945609?query=data%20analyst
1384;Аналитик департамента рисков;-;СберЛизинг;https://hh.ru/vacancy/49126574?query=data%20analyst
1385;Младший веб-аналитик;от50000руб.;ЛАБИРИНТ;https://hh.ru/vacancy/51470974?query=data%20analyst
1386;Аналитик данных, Группа улучшения бизнес-технологий и ИТ;-;EY (Эрнст энд Янг);https://hh.ru/vacancy/51948762?query=data%20analyst
1387;Разработчик Tableau/Tableau developer;-;MASTERDATA;https://hh.ru/vacancy/47931640?query=data%20analyst
1388;Бизнес-аналитик;-;Ларионова Наталия Михайловна;https://hh.ru/vacancy/51955566?query=data%20analyst
1389;Аналитик (ML Space Private);-;SberCloud;https://hh.ru/vacancy/49150595?query=data%20analyst
1390;Веб-аналитик;120000–150000руб.;ЛИЦА;https://hh.ru/vacancy/51961795?query=data%20analyst
1391;Младший аналитик (Brand Search);40000–60000руб.;Платформа ОФД;https://hh.ru/vacancy/51892780?query=data%20analyst
1392;Ведущий игровой аналитик;-;101XP;https://hh.ru/vacancy/51946923?query=data%20analyst
1393;Senior Python разработчик (развитие технологических решений);-;Сбер. IT;https://hh.ru/vacancy/50069252?query=data%20analyst
1394;Ведущий аналитик в Отдел исследований (AdTech);-;Rambler&Co;https://hh.ru/vacancy/48921587?query=data%20analyst
1395;Database/DWH developer (Middle);-;MASTERDATA;https://hh.ru/vacancy/47931397?query=data%20analyst
1396;Системный аналитик;-;Лига Цифровой Экономики;https://hh.ru/vacancy/50664127?query=data%20analyst
1397;Python Backend разработчик;-;red_mad_robot;https://hh.ru/vacancy/51710051?query=data%20analyst
1398;Эксперт по расширенной аналитике больших данных (промо);-;Coca-Cola HBC Russia;https://hh.ru/vacancy/48041711?query=data%20analyst
1399;HR аналитик;-;ПАО Совкомбанк;https://hh.ru/vacancy/50091006?query=data%20analyst
1400;Web-аналитик;-;Банки.ру;https://hh.ru/vacancy/49065454?query=data%20analyst
1401;Разработчик Java (Экономика данных);-;Diasoft;https://hh.ru/vacancy/47642158?query=data%20analyst
1402;Backend developer (Python);-;ООО Константа;https://hh.ru/vacancy/48725584?query=data%20analyst
1403;Системный аналитик, ERP интеграции и СЭД;-;Ozon Информационные технологии;https://hh.ru/vacancy/51957147?query=data%20analyst
1404;Координатор отдела маркетинга и продаж;-;Sanofi;https://hh.ru/vacancy/51970637?query=data%20analyst
